,category,description,id,parkCode,title,url
0,Information,"Other than educational groups (limited to 24), advance reservations are not accepted. Tickets are first come first served. Please see page 22 of the park's Superintendent's Compendium in the link.",31BF5E89-D7B6-FDA2-3BB5E84702461770,hstr,NO ADVANCED RESERVATIONS ARE ACCEPTED FOR GROUPS OTHER THAN SCHOOLS,https://www.nps.gov/hstr/learn/management/lawsandpolicies.htm
0,Park Closure,The Truman Home is closed on Mondays from November 1 until Memorial Day. Tours are offered Tuesdays to Sundays.,60081B2E-CD60-A4AE-53840260A6DF1802,hstr,Winter Hours in Effect---Truman Home Closed on Mondays Until Memorial Day,
0,Information,The restroom facility at 5th and Chestnut Streets is closed.  Please use the public restrooms in the Independence Visitor Center at 6th and Market Streets.,2511106C-1DD8-B71B-0B3CEEF4E6A1B71D,inde,Restroom Closure on 5th Street,
0,Information,Know your beach's weather conditions and please use caution.,19C2B729-9279-0F4D-621ED877176A7C77,indu,Weather Watchers,https://forecast.weather.gov/MapClick.php?lat=41.6109&lon=-87.2225#.XWQzbui6OUn
0,Park Closure,"From November 1 - April 15 annually, Isle Royale and its surrounding islands are closed to all visitors. Lake Superior waters are open to boaters. All islands reopen April 16. The Houghton Visitor Center remains open Monday - Friday all year.",0A1D7A4B-B299-0723-F7D0EAE8824B77F9,isro,Island Closed from November 1 through April 15 Annually,
0,Park Closure,"All visitor centers will be closed on Monday, February 17, for the federal holiday. Barataria Preserve trails and Chalmette Battlefield/Chalmette National Cemetery grounds will be open but visitor centers at those sites will be closed.",3FA0A374-1DD8-B71C-0745789895B18B9D,jela,Presidents Day Closures,https://www.nps.gov/jela/planyourvisit/hours.htm
0,Park Closure,"The Prairie Acadian Cultural Center in Eunice is the ONLY park site open on Mardi Gras, Tuesday, February 25. All other Jean Lafitte visitor centers, grounds, trails, etc. are closed.",43EB488A-1DD8-B71B-0BDE23E865625B88,jela,"Mardi Gras: What's Open, What's Not",https://www.nps.gov/jela/planyourvisit/index.htm
0,Park Closure,The site is closed for renovations of the Visitor Center and will reopen in the Spring of 2021. No visitor access to the site will be available during 2020.,5924C23F-9162-57DB-33005794F7F4F113,jofi,Park closed until Spring of 2021,
0,Information,"Launching, landing, or operating an unmanned aircraft from or on lands and waters administered by the National Park Service within the boundaries of Kalaupapa National Historical Park is prohibited.  This includes model airplanes, quadcopters, and drones.",102A7E33-1DD8-B71B-0B02B65EA104FD14,kala,Unmanned Aircraft,
0,Information,"The park is implementing a new cashless entrance fee program, applicable at all parking lots within park boundaries, beginning Nov. 13.  Entrance fees are: $5 daily, $40 annual park specific. Click link for more information.",29251E7E-92A1-09D6-C43586F65317D5BF,kemo,Park Entrance Fee Program Starting November 13th 2019,https://www.nps.gov/kemo/planyourvisit/fees.htm
0,Park Closure,The Calumet Visitor Center will be closed from January through April 2020. We will open for special events such as Copper Dog 150 and educational events. Please stay tuned to the park’s website and social media pages for Visitor Center updates.,065DE98F-C769-0BE1-935DDEDAD25D43E8,kewe,Calumet Visitor Center Closed for the Winter,
0,Park Closure,"Kings Mountain NMP will be closed on Monday, January 20, 2020 in observance of Dr. Martin Luther King Jr. Holiday.  The park will re-open on Tuesday January 21 at 9:00 am.",0BEF7F02-C0AC-C2FC-CF5A1219209A4BB4,kimo,Dr. Martin Luther King Jr. Day Holiday Closure,
0,Information,"Due to an ongoing issue throughout rural Alaska, our Port Alsworth office landline phones are not in service at this time.  Please address inquiries to our email address, lacl_visitor_information@nps.gov, and we'll get back to you as soon as possible.",48AC9920-C56C-6076-5F5B72EC30E07639,lacl,"Port Alsworth Phones Out of Service Indefinitely, Please Contact via Email",
0,Information,"Federal Highways Administration has suspended the paving project for the winter. Spring dates are to be determined at a later date. Click ""More"" to take you the paving project page for more information.",4735F7A0-90AF-957F-2C69DC3AB84F4F57,laro,"Paving Project Update October 21, 2019",https://www.nps.gov/laro/planyourvisit/pavement-project.htm
0,Information,You now have the option to pay by credit card through your smart phone at all National Park Service operated campgrounds and boat launches at Lake Roosevelt National Recreation Area.,0852EED1-9B28-61E4-C6822F3C83CBF3B8,laro,Pay by Credit Card Option Now Available,https://www.nps.gov/laro/learn/news/pay-by-credit-card-option-now-available-for-lake-roosevelt-national-recreation-area-campsite-fees-and-boat-launch-permits.htm
0,Caution,"Due to undercutting action of Hawk Creek on the access road between the Hawk Creek campground and boat launch, the road will be reduced to one lane until further notice.",21757CFC-C3A1-3CF5-5DB34EAC64F97993,laro,Hawk Creek Lane Restriction at Lake Roosevelt National Recreation Area,https://www.nps.gov/laro/learn/news/hawk-creek-lane-restriction.htm
0,Park Closure,"During severe winter storms, road access to the southwest area and the visitor center may close temporarily and re-open as conditions allow. Please call (530)-595-4480 and press 1 for more detailed road information.",4F41C52E-E8EF-5367-7AA4BE08B18E0035,lavo,Kohm Yah-mah-nee Visitor Center Intermittent Closures,https://www.nps.gov/lavo/planyourvisit/conditions.htm
0,Information,"With winter wind storms coming and going, tree and trail damage will be fixed as weather and staffing allows. If there is a tree down or trail damage please report it to the visitor center with exact location of the damage.",42DA3E7A-1DD8-B71B-0B65EE40CD7BFDD0,lewi,Winter storms and trail damage,
0,Caution,"Recent water tests were positive for Legionella bacteria at three park sites. There have been no confirmed cases of illness, and park staff are working with the NPS Office of Public Health and Centers for Disease Control (CDC), to address this finding.",5A92F069-A56F-CC98-2D9D4BE3F5C2F5E9,lyjo,Park to Conduct Water System Assessment After Tests Find Legionella Bacteria in Water,https://www.nps.gov/lyjo/learn/news/tests-find-legionella-bacteria.htm
0,Information,Due to a high volume of group tour reservations - most of which are for weekday mornings - public tours of the site will often be limited to the afternoon.  Please call ahead if you're planning to visit so that we accommodate you as best we can,125947D0-B773-E695-956EB499F05258DB,mawa,"Limited Public Tours in February, Black History Month",
0,Caution,"Winter storms may cause opening delays or temporary closures so plows can safely clear the roads. If you plan to visit, please check our Facebook page at www.facebook.com/mesaverdenps for the most up-to-date information.",550C2D21-91B4-7920-9FE4E1A1E8523ADC,meve,Winter Storms May Cause Temporary Closures,
0,Information,Same-day tickets may be available if there are unsold reservations in the off-season period (October to April). Off-season same day tour tickets shall be sold by the park’s Eastern National bookstore between 8:00 a.m. and 12:00 p.m. for unreserved tours.,55B965C5-B5B3-C90B-AE2AC8B4D692C132,mimi,Off-season Same-day Delta-01 tour tickets,
0,Caution,"Vehicle Navigation Systems and GPS units may provide inaccurate information—sending drivers the wrong way on one-way roads, leading them to dead ends in remote areas, or sending them on roads which are impassable. Use the Interstate exits for wayfinding.",61588951-1DD8-B71B-0BC276F083C97883,mimi,Warning about GPS Systems!,https://www.nps.gov/mimi/planyourvisit/directions.htm
0,Information,"Beginning Saturday, November 1, 2019 and lasting until Friday, March 1, 2020, the visitor center will be open from 8:00 a.m. to 4:00 p.m., Tuesday through Saturday. The park will be closed on Sundays and Mondays. Delta-01 tours available Wed through Thu.",015BCAA9-9295-1E64-8764CBA851B2E5CC,mimi,Off-Season Operations,https://www.nps.gov/mimi/learn/news/nr20-01.htm
0,Information,All Delta-01 Launch Control Facility Tours require advanced reservations. Reservations can be made up to 90 days in advance on-line or by phone at 605-717-7629. No SAME-DAY tours available during the summer season.,43855F62-1DD8-B71B-0BCC7A39A7CEA243,mimi,Delta-01 Tour Fee and Reservations,https://www.nps.gov/mimi/planyourvisit/launch-control-facility-delta-01-tours-and-tickets.htm
0,Information,"Please note that operating hours have changed. The park is open Monday - Sunday, 9 am - 5 pm. The Visitor Center is open Tuesday - Saturday, 9 am - 5 pm. The park is also closed on all Federal holidays! Please plan your trip accordingly.",27475507-C921-0641-23BE7DA53B003145,mocr,Updated Operating Hours,
0,Caution,"Please stay on the trail to limit exposure to ticks, chiggers (red bugs), and poison ivy.",083F2CA6-B2E4-EDDE-28EA9D41357704F4,mocr,Please Stay on the Trail,
0,Information,"Sledding is allowed ONLY in the designated area, and it may close if conditions deteriorate. Check MountRainierNPS on Twitter for updates on the status of the snowplay/sledding area (Twitter account not required to view).",0E52C3B9-F018-213E-A04845242AA567BB,mora,Paradise snowplay/sledding area is OPEN.,https://twitter.com/MountRainierNPS
0,Information,Roads and facilities in the park may close at any time due to severe weather. Always check MountRainierNPS on Twitter for current conditions and road status updates before coming to the park (account not required to view).,4F96722C-1DD8-B71B-0B15624C1FE727DF,mora,Check Twitter for updates on current conditions; roads/facilities may close due to adverse weather,https://twitter.com/MountRainierNPS
0,Information,Jockey Hollow buildings are closed and the Washington Headquarters facilities are open Saturdays and Sundays ONLY through February 15.  Grounds and roads are open daily 8 AM-5 PM. Please check the park web site or Facebook page for more information.,0698D98A-E684-7D54-D6BF808FAC9C5899,morr,Park Winter Hours now in effect.,
0,Information,"Due to the opportunity to address deferred maintenance projects, the Lincoln Borglum Visitor Center, amphitheater, Avenue of Flags and a short section of the Presidential Trail are not available during early 2020.",031F10E8-B0B8-FDAC-F5CEEBBF1BA58886,moru,Deferred Maintenance Projects During 2020.,https://www.nps.gov/moru/planyourvisit/deferred-maintenance-project-information.htm
0,Information,Both trails remain closed due to snow and ice.,2BC4F154-B213-23D0-7A50CAC4EC85AEE1,moru,Presidential Trail and Nature Trail Closed,
0,Information,Reservations are now required for all personal vehicles and shuttle riders at Muir Woods. You can make your reservation by visiting www.gomuirwoods.com.,3160D117-1DD8-B71B-0BFACB04EBA6DBEB,muwo,Parking Reservations Required,
0,Information,"Effective March 4, 2018, the William Johnson House site will be open from 12:00 pm until 5:00 pm on Sundays.  The site will be open Monday through Saturdays from 9:00 am until 5:00 pm with an hour closure from 12:00 until 1:00.",043EFA7C-1DD8-B71B-0BCAE0DCF004BBBF,natc,William Johnson House Hours of Operation,
0,Caution,"Extended drought conditions have caused severe cracking and movement of the Natchez Trace Parkway road surface in Mississippi. All motorists, motorcyclists and bicyclists should use caution and be alert to uneven road surfaces.",1DDCE874-1DD8-B71B-0B99B8ABB54E49EE,natr,Uneven Road Surfaces in Mississippi,https://www.nps.gov/natr/learn/news/natchez-trace-parkway-pavement-problems-for-mississippi-travelers.htm
0,Information,Use the link below to visit the National Weather Service website for current weather conditions in the park.,030BA669-AD4D-F7A9-CCD604862DB7F1C5,nava,Current Weather Conditions,https://forecast.weather.gov/MapClick.php?lat=36.6888&lon=-110.5248#.XSihQOi6OUk
0,Park Closure,The Keet Seel Hike is closed for the 2019 season and will reopen May 2020. We will begin taking reservations in February 2020 by phone call or in person at the visitor center.,2B4226B2-C95C-C7F1-DAC27FBAF997195B,nava,Keet Seel is CLOSED until May 2020,
0,Information,There are several projects currently going on in the park to help make improvements to visitor experiences. Check the road and trail closures page for important information that may affect your visit.,2AA7859F-1DD8-B71B-0BE8A1E68866C0B8,neri,Road and Trail Closures,https://www.nps.gov/neri/planyourvisit/road-and-trail-closures.htm
0,Information,"Keeneys Creek Road to Nuttallburg is currently closed due to a washout. At this time there is no access to Nuttallburg. The road will be closed for the foreseeable future, likely through the remainder of 2019.",26F2B404-1DD8-B71B-0B2AF18EF6DF64F5,neri,Keeneys Creek Road to Nuttallburg closed,
0,Information,Keeney's Creek Rail Trail is currently closed for repairs resulting from flooding.,1F1C63A9-1DD8-B71B-0B6A450A2DF6E816,neri,Keeney's Creek Rail Trail Closure,
0,Caution,"By Nebraska State law, all children 12 years old and younger must WEAR a USCG approved life jacket to float the Niobrara NSR. Anyone over 12 years old must HAVE a life jacket. If you are renting equipment, your outfitter will provide them.",13E85374-1DD8-B71B-0BF4B6A13BC2DE2D,niob,Life Jackets Required!,
0,Caution,"Gorge, Diablo and Ross lakes are reservoirs with changing water levels. The lakes are generally at full pool from July-September. Boat launches and docks may be difficult to access at low water levels.",25563C58-1DD8-B71B-0B39DBEED3755C64,noca,Fluctuating Lake Levels,https://www.nps.gov/noca/planyourvisit/lake-and-river-conditions.htm
0,Park Closure,Alava trail is closed due to construction.,3048160B-0982-650D-80845A7ECDF47428,npsa,Alva Trail Temporary Closure,
0,Park Closure,"Please be aware that the Lower Sauma trail is CLOSED due to construction, until further notice.",39ADCB34-E5C7-E3E3-91EA38B006011F78,npsa,Trail Closure,
0,Information,"See link for detailed information:
https://www.nps.gov/articles/one-health-disease-mosquito-borne.htm",06ABCFC5-A0D1-77F2-1EB24F7A6104C0DC,npsa,Mosquito Bite Prevention,
0,Park Closure,"Due to riverbank erosion along Upper Hoh Road, Jefferson County has closed the road for safety until repairs are completed. The Hoh Rain Forest area of the park is current inaccessible. The Hoh Campground and Visitor Center are closed.",4D045AC5-C5A3-9DF2-A284731C6409C07A,olym,Upper Hoh Road Closed at Milepost 8 Outside the Park Boundary,https://www.nps.gov/olym/learn/news/temporary-closure-of-hoh-rain-forest-area-due-to-road-washout-outside-park-boundary.htm
0,Caution,"At this time of year, cold weather may lead to icy conditions in the parking lots, along walkways, and on the bridges. Please use caution while walking around the park.",2655F7EF-A5F1-DBD8-9BC4F670E9F1A578,pagr,Icy Conditions,
0,Danger,"During the winter expect impassible roads above 4,500 feet, even if you have 'mud-terrain' rated tires. Travel not advised at higher elevations until conditions dry in the spring. Winter storms can also make roads below 4,500 feet temporarily impassible.",3AB4483F-C8EE-B0E8-D50A9807059F9A09,para,"Winter Travel Warning: Expect Deep Mud, Washouts, and Impassible Conditions Above 4,500 Feet",https://www.nps.gov/para/contacts.htm
0,Information,"In order to use an ATV/UTV on NPS roads and Mohave County roads in the monument, it must be registered and meet Arizona street legal (on-highway use) requirements including appropriate insurance and mandatory equipment.",46F855A6-1DD8-B71B-0B7C550BD0C78F7A,para,Bringing an ATV/UTV from Out of State?,https://www.azgfd.com/ohv/
0,Information,Grand Canyon National Park is only part of the 277 mile-long Grand Canyon. Click More for the national park site. GC-Parashant starts on the north rim of the Grand Canyon west of the national park boundary at Toroweap and stretches to the Nevada line.,5849D0AA-1DD8-B71B-0B6C3A07D4480FC5,para,Grand Canyon-Parashant National Monument is not part of Grand Canyon National Park,https://www.nps.gov/grca/index.htm
0,Information,Work crews are installing and welding fences at Pakoon Spring to prevent wild burros from trampling spring vegetation and restoration areas. The site is open to visitors during the project.,60E95EB6-1DD8-B71B-0B4251294965AE85,para,Fence Welding at Pakoon Spring,
0,Information,"While Pecos is close to Santa Fe and Las Vegas, services like Uber and Lyft may have limited availability to and from the park. If you are able to take an Uber or Lyft, please make sure you have plans to be picked up before being dropped off at Pecos.",4838DDB8-99D7-17D9-0032915320EF0058,peco,"Uber, Lyft, and other ""Taxi"" Services",
0,Information,"The Five Forks Battlefield and General Grant's Headquarters Unit Visitor Contact Stations will be closed from December 1 - February 29. Although the contact stations are closed, visitors can still tour the grounds which include numerous wayside exhibits.",363B2B1D-9571-3B68-90297555C2BA3309,pete,Seasonal Closures: December 1 - February 29,
0,,This is an urban park. Do not invite a thief. Do not leave valuables visible inside your car. Be sure to lock your vehicle and set car alarm. Increased parking lot patrols by park rangers have been effective in preventing recent break-ins.,1FD48538-1DD8-B71B-0BB1F019584202E9,petr,"Visitors please take precautions to secure your vehicle and valuables, as you would in any city.",
0,Information,"Bicycles are ONLY allowed at the following locations:

1 - On the Boca Negra Canyon paved multiuse path; bicycles must remain on the paved bike path. 
2 - On the crusher fine trail that winds in and out of the park around the mesa top above Boca Negra.",0525B6FD-A68E-F785-D6D83C68CA602388,petr,Bicycle Use In The Monument,
0,Information,Visitation is highest on weekends. Expect parking lots to fill by 10:00 am. Delays to enter the park may occur.,6863F60D-BCB3-6930-8E3C9805947D09AA,pinn,High Volume of Weekend Traffic,
0,Information,Winter hours for the Munising Falls Visitor Center are Wednesday - Saturday from 9:00 am to 4:30 pm. Closed on federal holidays.,1676736A-F9E2-8B1E-09EE3C96D8ACAB98,piro,Winter Visitor Center Hours,https://www.nps.gov/piro/planyourvisit/visitorcenters.htm
0,Information,"Snow has closed many park roads, including those to drive-in campgrounds. Please be aware that only ONE park road - Sand Point Road - is plowed in winter. See https://www.nps.gov/piro/planyourvisit/winter-road-closures.htm",2A9C742B-F704-6C92-359B138D506AF551,piro,Road Conditions,https://www.nps.govhttps://www.nps.gov/piro/planyourvisit/winter-road-closures.htm
0,Information,"On weekends & federal holidays, Sir Francis Drake Boulevard may be closed beyond the South Beach Road junction from 9 am until ~5:45 pm during favorable weather conditions. Bus service to the Lighthouse & Chimney Rock is provided from Drakes Beach.",0D1C0102-155D-4519-3E562F454506717D,pore,Point Reyes Headlands Winter Shuttle Bus System,https://www.nps.gov/pore/planyourvisit/shuttle.htm
0,Information,Entrance fees will increase effective 1-1- 2020. Entrance Fees are used to support visitor services and facilities within the park and National Park Service. For more information visit the Fees and Passes page.,2D2E6F8B-E650-5433-4D2F94C6C524D1FB,prwi,Entrance Fees Increase effective 1-1-2020,https://www.nps.gov/prwi/planyourvisit/fees.htm
0,Information,"Richmond National Battlefield Park does not sell the Senior or Annual National Park Service passes.  For a list of sites that do sell passes, please visit https://store.usgs.gov/pass/annual.html",4B5157A8-1DD8-B71B-0BCBBFA1ACF3147F,rich,Richmond National Battlefield Park No Longer Sells Senior or Annual National Park Passes,https://store.usgs.gov/pass/annual.html
0,Danger,"For visitor safety, the southern end of the Glover-Archbold Trail is under an emergency closure until further notice due to aerial hazards. Please follow the posted detour along Foxhall Rd. / 44th St. NW / P St. NW.",6253FA01-1DD8-B71B-0B4C90C2F7345482,rocr,Glover-Archbold Trail Detour,https://www.nps.gov/rocr/planyourvisit/trail-closure-detour.htm
0,Park Closure,"Between Nov. 20, 2019, and Mar. 31, 2020, temporary night-time road closures will be in effect for visitor safety during annual deer reduction activities.",63CCAA40-1DD8-B71B-0B3347F88B46BAB3,rocr,Temporary Night-time Road Closures,https://www.nps.gov/rocr/learn/management/white-tailed-deer-management.htm
0,Information,"Park fountains have been turned off for the season. Locations: Meridian Hill Park, Georgetown Waterfront Park, Chevy Chase Circle, and the Kahlil Gibran Memorial Garden. Fountains expected to reopen by Memorial Day 2020.",3C31EB8E-DE92-653C-2BAA5BD4C5032B08,rocr,Park Fountains Closed for Season,
0,Park Closure,"The Planetarium is closed for repairs--likely to reopen in Spring 2020 at a date TBD. For updates, check this website, follow us on Facebook @RockCreekNPS, or ask to be added to the park's email list (202-895-6000 or rocr_superintendent@nps.gov).",19452B89-E239-21F9-FDEA0F6E71ED8400,rocr,Planetarium Programs Temporarily Canceled,
0,Caution,"Avalanches can be easily triggered by backcountry travelers. The park does not do any avalanche control. Never assume trails are free of avalanche hazard. Check current avalanche conditions before your visit by clicking ""more.""",0F4A72B7-1DD8-B71B-0B44BED16B9B1B65,romo,Avalanches: Be Alert,http://avalanche.state.co.us
0,Information,"Due to electrical work at Mission Espada, the restrooms at Mission Espada will be closed from 1/28 to 2/3/2020. Disruptions may continue into the next week. Nearest restrooms are 0.4 mi east of Mission Espada on Camino Coahuilteca, at River Rest area.",0B2B1691-091B-E537-412F2DE547F5CFB9,saan,Electrical Work at Mission Espada,
0,Park Closure,Water systems have been shut down along the St. Croix and Namekagon rivers. Please plan on bringing water with you if you are heading out on the river.,5A02FFDE-155D-4519-3E688C7AF28675CC,sacn,Wells Closed for Season,
0,Information,"During weekends, holidays, and school breaks there is a high demand for tickets to tour the Roosevelt Home. Tickets sometimes sell out as early as noon. Visitors should arrive early to pick up these first come, first served tickets.",0FC0D06E-EA9C-0608-41561EB7D6051E24,sahi,Limited Number of Tickets to Tour the Roosevelt Home,https://www.nps.gov/sahi/planyourvisit/fees.htm
0,Information,"Between November 1 and June 1, there will no visitor services (restrooms, museum, visitor center, and store). However, the grounds remain open year round. Enjoy them safely!",1A4076D5-047A-6821-0FF11D35EFF762E4,sair,No Visitor Services,
0,Information,Historic preservation projects are ongoing at the site which limits access to some areas. Restricted areas are subject to change in consideration of the safety of our staff and visitors.,4706D935-1DD8-B71B-0B2C5C278841802F,sair,Ongoing Historic Preservation at the Site,
0,Park Closure,"Sand Creek Massacre National Historic Site will be closed on Tuesday February 4th and Wednesday, February 5th. The closure will allow annual training and meeting time to discuss park operations.",0F02668B-0A86-95F1-FBBBD41134C5953E,sand,Park Closure,https://www.nps.gov/sand/learn/news/sand-creek-massacre-national-historic-site-closed-february-4th-5th.htm
0,Information,The Tour Road is closed from December 1 to March 31.  The Visitor Center is closed on Tuesdays from December 1 - March 31. Grounds are open sunrise to sunset.,66235BED-DE5D-130A-07B837ABBC066F72,sara,Winter Hours,
0,Information,"The Visitor Center will be closed Sunday, December 1 and Sunday, December 8 due to staffing. The grounds are open sunrise to sunset.",663367F6-B68C-FFBD-18C2DC6E6F3C5DA9,sara,Visitor Center Closure,
0,Park Closure,Vehicular use of the Summit Road is weather permitting. Access can be restricted for visitor safety at any time. Please call the park for updated conditions: (308) 436-9700 x700,5B8CD6F7-D0E1-9973-409ABB21A34DB0F8,scbl,Summit Road Access- Weather Permitting,
0,Caution,"Be vigilant for clusters of yellow jackets near the ground; these areas could be disturbed yellow jacket nests. If you are allergic to bee/wasp stings, make sure you carry your Epi pen (epinephrine). You may also want to carry basic sting treatment.",1C68C9D3-9A26-3AAD-5B399B5518440F65,shen,Hornets and Yellow Jackets Warning,https://www.nps.gov/shen/planyourvisit/alerts.htm
0,Caution,"Vehicles will not be permitted on the park tour road, visitor center parking lot, national cemetery or Stop #5 until 8 AM on Saturday March 7, 2020. Vehicles may not be able to access the Old Nashville Highway from the park until after 8:30 AM.",2144EA2D-1DD8-B71C-079718EEB7ACA7D3,stri,"Special Kids Races Closures - Saturday March 7, 2020",http://specialkidsrace.org/
0,Caution,"A reminder that bison are wild animals and will defend themselves if feeling threatened. A raised tail is a warning sign and the animal may charge or give chase. Please give a wide distance, at least 100 yards. You can also hike around Windmill Pasture.",44EBF893-155D-9421-1F2C427BA96B5CB2,tapr,Bison Are Wild Animals,https://www.nps.gov/tapr/planyourvisit/safety.htm
0,Information,"Starting October 1 2019, preference is given to reserved groups of 10+ people during the 11am and 1pm tour times. If visiting during these times, call the visitor center at 
(212) 260-1616 to confirm if these times are available to the public.",4DBFF6FE-9575-D287-F6ED220077D436C3,thrb,Tours,
0,Caution,"Due to Allen St. reconstruction, Franklin St. is blocked at Allen.  Cars should use the Delaware lot entrance.  Buses should disembark on Delaware Ave. in front of the Site and should NOT try to enter the Delaware ramp.  Franklin St. is temporarily 2-way.",16EB4BEF-D997-8A24-0106A4C566C4EA53,thri,Road closures nearby,
0,Park Closure,North Unit Scenic Drive: OPEN 6 miles from hwy 85 to Caprock Coulee Trailhead. Remaining miles are CLOSED until further notice due to snow and ice.,0702FCEB-155D-4519-3E728B336A9885AF,thro,Weather-related Road Closures,https://www.nps.gov/thro/planyourvisit/roadclosures.htm
0,Information,"GPS navigation systems often misdirect visitors driving to Ulysses S. Grant National Historic Site. GPS systems often route visitors to our back gate, or to the entrance for Grant's Farm (not affiliated with the NPS). Please visit our directions page.",055E4813-0B1A-740E-65583984DF630CED,ulsg,GPS Navigation Systems,https://www.nps.gov/ulsg/planyourvisit/directions.htm
0,Information,"Our Temporary Visitor Center offers park information, a full-service bookstore, refreshments, a theater, restrooms and regional visitor information. The park's permanent Visitor Center is currently closed for construction through Spring 2020.",0B3B0572-0A9A-72DF-E54F0659D4EFA99F,vafo,Temporary Visitor Center is Open for Business,https://www.nps.gov/vafo/planyourvisit/visitorcenters.htm
0,Information,"Effective immediately, a short portion of the Chapel Trail, from the Washington Memorial Chapel to the Sullivan's Bridge Trail, will be closed through Summer 2020 due to the U.S. 422 Schuylkill River Bridge construction project.",0B2070A4-B9FC-A342-5C6BFE736390261A,vafo,Chapel Trail Closed East of Washington Memorial Chapel,
0,Caution,"Hantavirus pulmonary disease is a rare but serious disease that humans can contract through contact with infected rodents or their urine, saliva, blood, or droppings. Reduce exposure by staying out of structures not open to the public.",39EEC6C4-1DD8-B71B-0B115E2D8F8CEA3B,vall,HANTAVIRUS PULMONARY DISEASE,http://www.cdc.gov/hantavirus/
0,Information,"While within preserve boundaries, the removal of any artifact, antler, obsidian,
and other mineral or plant material is strictly prohibited.",43398198-1DD8-B71B-0BC38266D0FEE4C1,vall,RESOURCE COLLECTING - All natural and cultural resources are protected,
0,Caution,"The road from the main entrance to the Valle Grande Entrance Station is snowpacked and icy.  Vehicles with 4WD and/or chains are strongly advised.  For information about Hwy. 4 conditions, please visit the New Mexico Department of Transportation's website",519FA0B4-1DD8-B71B-0B81C6D543A2DB14,vall,WINTER ROAD ADVISORY - Snowpacked & Icy Roads,http://nmroads.com/
0,Park Closure,During the winter the park and trail may close due to severe weather. The park trail receives no winter maintenance so visitors should be prepared for potential snow and ice on the trail following winter storms.,329FA57B-B7BC-AFDC-121FFCD3325629B8,waba,Winter Weather Warning,
0,Information,"Please note park buildings are closed for the season (Open May-October). Park grounds are open daily year-round and maps, brochures, and passport stamp are available in the parking lot kiosk. Restrooms may or may not be locked during the off-season.",3EB5C9FD-155D-451F-67EF41684C71E22F,wefa,"Weir House, Weir Studio, Young Studio, and Visitor Center Closed",
0,Information,Our parking lot cannot accommodate RV's or trailers. Please call the visitor center for options as we have a nearby lot for trailers to detach and are happy to help visitors in RV's plan their way to the park. RV's should NOT pull into the parking lot.,016CC9DB-1DD8-B71B-0B116D5332CAE19A,wefa,No Recreational Vehicle (RV) Parking,
0,Information,The NPS published final regulations in the Federal Register which allow federal subsistence users in Alaska to collect and use non-edible animal parts and plants for the making and selling of handicrafts.,358BBEC3-1DD8-B71B-0BAA40DEA3D4A695,wrst,NPS Finalizes Subsistence & Wildlife Collection Regulations,https://www.nps.gov/orgs/1840/subsistence-wildlife-regs-2017.htm
0,Information,"Baiting for black and brown bears is prohibited in Wrangell-St. Elias National Preserve. Regulations also prohibit taking wolves and coyotes (including pups) from May 1 through August 9 and prohibit using dogs to hunt big game, including black bears.",290664CF-1DD8-B71B-0BC5EEBF35E8EB95,wrst,New Regulations Prohibit Brown and Black Bear Baiting,
0,Information,The main phone number for the Wupatki Visitor Center occasionally experiences outages during thunderstorms. If you cannot reach us on the main line please call 928-856-1705 for park information.,37CDD021-024A-72BC-B3EA784918771A7D,wupa,Visitor Center Phone Outage,
0,Park Closure,"Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road are closed for the season due to snow. They usually reopen in late May or June. Tire chains may be required on other roads; call 209/372-0200 (then 1, 1) for road conditions.",35170CDD-B913-92C7-958CE8F9048C22D3,yose,Tioga Road and Glacier Point Road (beyond Badger Pass) are closed for the winter,https://www.nps.gov/yose/planyourvisit/wroads.htm
0,Information,"In mid-June 2017, volunteers and National Park staff spent ten days rehabilitating the airstrip near the Gelvin’s cabin. Located 75 river miles up the Charley River, the airstrip had been unusable since 2013, when a flood washed out much of the airstrip.",3FC3A1FB-1DD8-B71B-0BA7C3EA26D73697,yuch,Gelvin's Airstrip Repaired,https://www.nps.gov/yuch/planyourvisit/floatingthecharleyriver.htm
0,Park Closure,"Due to the approaching winter storm, the Kolob Canyons Road will be closed at 6:00 pm February 2, 2020. It will remain closed until it can be cleared after the storm.",67FA7AFD-AC2D-F8B7-26A1115D021796AC,zion,Road Closures,https://twitter.com/ZionNPS
0,Information,Please return requests for ranger-led programming by e-mail while our fax line at 212.227.2026 is undergoing repairs. Thank you.,BBA60B35-1DD8-B71B-0B713526C005A058,afbg,Fax Machine Down,
0,Information,Use (308) 665-4113 to contact the park or click the Contact Us link on the left side of this page to email a ranger.,8182F40E-E4E4-415E-2D0F019BF9A4B404,agfo,Some Park Phone Lines Intermittently Out of Service,
0,Caution,"Samples collected from Lake Amistad in December 2018 tested positive for zebra mussel DNA.  These findings do not indicate that live adult zebra mussels are in the lake, but place us in the inconclusive status. Click the link to learn more:",87005A1E-E6C3-EE00-0151679829BFF942,amis,Zebra Mussel Alert,https://www.nps.gov/amis/learn/aquatic-invasive-species.htm
0,Information,"Comfort stations in Anacostia Park have been winterized for the season. This includes the comfort stations at Park Node (Nicholson St. SE), and the Skating Pavilion. The comfort stations outside of the AREC remain open all winter.",C7EC43AA-D4A9-13BF-B98DC4CAB27133F7,anac,Restrooms Closed for the Season,
